TELERIDE_NUMBER,STOP_NAME,STATUS,point
3648,WB Quarry Park BV @ Quarry LK SE,INACTIVE,POINT (-114.013682230861 50.9595314404399)
4862,NB 4 ST NW @ 26 AV NW,ACTIVE,POINT (-114.07138804818 51.0764238162227)
4769,SB Shawinigan DR @ Shannon MR SW,ACTIVE,POINT (-114.09036986123 50.910537247389)
8829,EB 9 AV SE @ 12 ST SE,ACTIVE,POINT (-114.033972625521 51.0410201089699)
5592,WB 32 AV NW @ 33 ST NW,ACTIVE,POINT (-114.13476148111 51.0816473866919)
4248,WB Braeside DR @ Brabourne RD SW,ACTIVE,POINT (-114.113286456982 50.9542553152691)
7791,SB Laguna WY @ Anaheim GD NE,ACTIVE,POINT (-113.927367848303 51.0879075772079)
4058,EB 51 ST NW @ 17 AV NW,INACTIVE,POINT (-114.167578742043 51.0769429643633)
2111,EB Canada Olympic RD @ Olympic Ctr Entr,INACTIVE,POINT (-114.214890716061 51.0827577622176)
4756,WB Millrise DR @ Millrise WY SW,ACTIVE,POINT (-114.082273263985 50.917603005141)
7875,SB 6 ST NW @ 27 AV NW,INACTIVE,POINT (-114.077507026111 51.0772067130462)
9735,NB Auburn Bay BV @ Auburn Bay CM SE,ACTIVE,POINT (-113.968582556078 50.8915909493222)
9596,SB Saddlebrook DR @ Saddlelake DR NE,ACTIVE,POINT (-113.930086780028 51.1256252058031)
5969,WB Lake Sylvan DR @ Lake Wapta RI SE,ACTIVE,POINT (-114.03640192953 50.9428023421659)
7818,EB 25 AV SW @ Erlton ST SW,ACTIVE,POINT (-114.061821525771 51.030453524518)
6876,NB Stewart GR @ Westhills Mall,INACTIVE,POINT (-114.169815998747 51.0150145522948)
9570,WB Country Hills BV @ 112 AV NW,ACTIVE,POINT (-114.21440744161 51.1511139468526)
7150,NB Scenic Acres DR @ Scenic Acres TC NW,ACTIVE,POINT (-114.211493870772 51.1140498733155)
9816,44th Street SE Station (WB),ACTIVE,POINT (-113.970808871881 51.0378721416476)
8472,SB Harvest Hills BV @ Panamount GA NW,ACTIVE,POINT (-114.069714985795 51.1556980815643)
6989,WB Coventry Hills WY @ Covecreek GA NE,ACTIVE,POINT (-114.051542564136 51.1703882734928)
8370,69 Street West LRT Station,ACTIVE,POINT (-114.186884027569 51.0373903323213)
2862,EB Southland DR @ Maplecreek DR SE,ACTIVE,POINT (-114.042441226712 50.9643277890822)
2915,EB 140 AV @ 14 ST NW,INACTIVE,POINT (-114.093748715689 51.1812800709231)
6727,NB 19 ST NW @ 14 AV NW,ACTIVE,POINT (-114.10612576716 51.0657043028104)
3942,EB 5 AV SE @ Macleod TR,INACTIVE,POINT (-114.05820300075 51.0481633531066)
4534,SB Ogden RD @ 42 AV SE,ACTIVE,POINT (-114.015296453944 51.0150523946237)
2221,SB Walden BV @ acr fr Walden GV SE,ACTIVE,POINT (-114.030020376403 50.8694009585787)
2280,SB Aero DR @ Aero GA NE,ACTIVE,POINT (-114.036187303794 51.121111217009)
9520,NB  Prestwick BV @  Prestwick AV SE,ACTIVE,POINT (-113.965782345613 50.9224841908429)
4883,NB 4 ST NW @ 53 AV NW,ACTIVE,POINT (-114.07136750508 51.1007003678358)
5274,SB Edmonton TR @ 37 AV NE,ACTIVE,POINT (-114.051860461144 51.0864385918261)
8814,EB Bowness RD @ 66 ST NW,ACTIVE,POINT (-114.185606060791 51.0881003179597)
9147,WB Lake Bonavista DR @ Lake Mead  DR SE,ACTIVE,POINT (-114.055250921784 50.9383232840369)
3720,SB 85 ST SW @ 14 AV SW,ACTIVE,POINT (-114.211180902915 51.0449637459325)
6510,SB Douglasdale BV @ Douglasbank DR SE,ACTIVE,POINT (-114.004774581846 50.9442165600779)
9660,NB Taradale DR @ Taralake WY NE,ACTIVE,POINT (-113.926972953194 51.1192630046724)
6961,NB Citadel GA @ Country Hills BV NW,ACTIVE,POINT (-114.181164788006 51.1416011985429)
5460,EB 96 AV NE@ Harvest Hills LI,ACTIVE,POINT (-114.053219777151 51.1412172835703)
6557,NB 18 ST SE @ Riverwood CI,ACTIVE,POINT (-114.015367416137 50.970654683247)
4174,NB Strathcona DR @ Strathcona DR SW,ACTIVE,POINT (-114.181428186145 51.0459494655771)
8758,EB 26 AV SW @ 25 ST SW,ACTIVE,POINT (-114.120336597317 51.0299503976585)
8348,SB Taradale DR @ Taralake WY NE,ACTIVE,POINT (-113.927370175577 51.1186617883077)
6414,EB 90 AV SE @ Bonaventure DR SE,ACTIVE,POINT (-114.065203365812 50.9721883476981)
5296,EB 26 AV NE@ 32 ST NE,INACTIVE,POINT (-113.987911698307 51.0777910064708)
9347,WB Hidden Creek DR @ Hidden Creek PL NW,ACTIVE,POINT (-114.104898168127 51.1548209076118)
7165,SB Scenic Acres DR @ Scenic Acres BV NW,ACTIVE,POINT (-114.222505761759 51.1155713821772)
6465,NB Citadel WY @ Citadel Estates HT NW,ACTIVE,POINT (-114.192051257637 51.1466933477279)
5147,EB 5 AV SW @ 5 ST SW,ACTIVE,POINT (-114.072602476651 51.0485971608229)
5882,NB 28 ST SE @ 32 AV SE,ACTIVE,POINT (-113.991308904289 51.0254376177495)
5033,NB 4 ST NW @ 40 AV NW,ACTIVE,POINT (-114.071495404364 51.0878319710141)
7942,WB 17 AV SW @ 16 A ST SW,ACTIVE,POINT (-114.100369960393 51.0378934501377)
9396,NB Martindale CTrain Station,ACTIVE,POINT (-113.967972795164 51.1174090292547)
7719,NB 3 ST SE @ 53 AV SE,ACTIVE,POINT (-114.056946662137 51.0063142583097)
8296,NB Deer Run DR @ Deerbrook RD SE,ACTIVE,POINT (-114.002958555836 50.9219879383612)
5047,EB 5 AV SW @ 9 ST SW,INACTIVE,POINT (-114.082715986341 51.0488862216049)
5560,NB Macleod TR @ 12 AV SE,ACTIVE,POINT (-114.058273254074 51.0414279353843)
8494,NB 36 ST SE @ 46 AV SE,INACTIVE,POINT (-113.976315026082 51.0132217403179)
4714,SB 8 ST NE @ N. of 72 AV NE,ACTIVE,POINT (-114.043662970779 51.1193325307111)
6201,WB @ 78 AV NW Terminal,ACTIVE,POINT (-114.071025179569 51.1229386533016)
9115,NB Woodbine BV @ Woodmark CR SW,ACTIVE,POINT (-114.125776437953 50.9434009176487)
4095,EB Panamount BV @ Panorama Hills BV NW,ACTIVE,POINT (-114.079612215119 51.1579696192254)
7650,WB 26 AV NE @ Catalina BV,ACTIVE,POINT (-113.932027793541 51.0762015276005)
5428,EB 58 AV @ W. of Chinook Centre,ACTIVE,POINT (-114.078048993192 51.0012944656698)
4460,NB 44 ST SE @ 11 AV SE,ACTIVE,POINT (-113.96987099429 51.0435839603486)
5311,WB 26 AV SW@ 35 ST SW,ACTIVE,POINT (-114.138854797313 51.0301267745113)
6069,NB Sunpark DR @ Sunbank WY SE,ACTIVE,POINT (-114.054999647478 50.9046844274802)
8871,WB Martindale BV @ Martha's Meadow DR NE,ACTIVE,POINT (-113.964261461397 51.1220907932673)
6161,SB Queensland Dr @ 500 Queensland PL SE,ACTIVE,POINT (-114.018260108733 50.9337318485459)
7892,Martindale Boulevard Station (SB),ACTIVE,POINT (-113.946935859563 51.1137444161929)
4270,SB Mclaurin ST @ University AV NW,ACTIVE,POINT (-114.147634306951 51.0771322573866)
9784,SB 77 ST NW @ 46 AV NW,INACTIVE,POINT (-114.199434818734 51.0936828071101)
9271,WB Quarry Park BV @ Quarry Park RD SE,INACTIVE,POINT (-114.008046408952 50.9635410150666)
5937,WB Willow Park DR @ Bonaventure DR SE,ACTIVE,POINT (-114.069776341966 50.9579382617365)
8851,WB 130 AV SE @ 50 ST SE,ACTIVE,POINT (-113.963218741465 50.9321233125697)
9465,SB 33 ST SE @ Cottonwood CR,INACTIVE,POINT (-113.987110205192 51.0349720356808)
6029,SB 28 ST NE @ 7 AV NE,ACTIVE,POINT (-113.993391093361 51.0589167640123)
3637,EB Sunalta CTrain Station,ACTIVE,POINT (-114.098818311326 51.0445722611986)
5179,EB Tuscany BV @ Tuscany Springs BV NW,ACTIVE,POINT (-114.238183761753 51.1253404677025)
5692,SB Crowchild TR @ Longridge DR SW,ACTIVE,POINT (-114.118091894687 50.9950939547823)
7041,EB McKenzie DR @ McKerrell CL SE,ACTIVE,POINT (-113.982166580035 50.902643008069)
5805,SB Southport RD @ S. of Southland DR SW,ACTIVE,POINT (-114.072321012867 50.9629943431954)
9975,EB 9 AV SW @ 16 ST SW,INACTIVE,POINT (-114.097785378588 51.0452320021522)
5605,EB 38 AV SW @ 15 ST SW,ACTIVE,POINT (-114.097132246582 51.0200841338594)
5242,SB 10 ST NW @ Rosehill DR NW,ACTIVE,POINT (-114.085286770448 51.0779228022313)
9110,EB Woodpark BV @ Woodacres DR SW,ACTIVE,POINT (-114.121467573641 50.9359458521993)
7947,EB Douglas Glen BV @ Douglas Glen PL SE,ACTIVE,POINT (-114.00785768896 50.9507451518402)
4053,WB 48 ST NW @ 22 AV NW,ACTIVE,POINT (-114.159943896455 51.0771083809795)
6112,Southland LRT Station WB,ACTIVE,POINT (-114.077385538237 50.964227663593)
4074,NB 63 ST NW @ 33 AV NW,INACTIVE,POINT (-114.180940979346 51.0828518879432)
2312,NB 68 ST NE @ Abbercove Dr,ACTIVE,POINT (-113.934913964494 51.0501285426167)
9552,EB Saddlehorn DR @ 60 ST NE,ACTIVE,POINT (-113.945853712929 51.1294070420799)
5599,EB 50 AV SW @ Richard RD,ACTIVE,POINT (-114.128586742269 51.008637952901)
4221,EB Braeside DR @ Bracewood Dr SW,ACTIVE,POINT (-114.111229147675 50.9541324478966)
4591,SB Harvest Hills BV @ Country Hills RD NW,ACTIVE,POINT (-114.068329955309 51.1433018317066)
7347,EB 37 AV NE @ 27 ST NE,ACTIVE,POINT (-113.994122141377 51.0866131608915)
6611,NB 77 ST NW @ 36 AV NW,ACTIVE,POINT (-114.199187712916 51.0859801834992)
9448,EB Sunridge WY @ W. of 29 ST NE,ACTIVE,POINT (-113.994256389043 51.0691303701977)
4900,NB Douglasdale BV @ Douglas Woods Dr SE,ACTIVE,POINT (-114.003469837756 50.9434724463534)
7457,WB Kensington RD @ 11A ST NW,ACTIVE,POINT (-114.091103736137 51.0525764574135)
8530,EB 5 AV SW @ 5 ST SW,ACTIVE,POINT (-114.072476516038 51.0485580237128)
9450,EB 23 AV NE @ 29 ST NE,ACTIVE,POINT (-113.990757039179 51.0726742383135)
6564,NB Edmonton TR @ 14 AV NE,ACTIVE,POINT (-114.056103039936 51.0655155649609)
5750,SB Crowchild TR @ 24 ST SW,ACTIVE,POINT (-114.117497384553 51.035475124713)
3373,SB 14 ST @ 33 AV SW,ACTIVE,POINT (-114.094843966278 51.0237448008768)
3725,SB 45 ST SW @ Grove Hill RD,ACTIVE,POINT (-114.152865948557 51.0331820641274)
8277,WB 17 AV SE @ 28 ST SE,ACTIVE,POINT (-113.993653412818 51.0379111591122)
5323,NB Riverbend DR @ Riverside CL SE,ACTIVE,POINT (-114.025299141134 50.9775286025284)
9093,NB Deer Ridge DR @ Deer Point RD SE,ACTIVE,POINT (-114.024630400697 50.9267073893802)
4196,NB Parkland BV @ 146 AV SE,ACTIVE,POINT (-114.024501115728 50.9169174162175)
5328,EB Prospect AV @ 8 ST SW,ACTIVE,POINT (-114.083812550099 51.0323450558541)
4666,WB Palliser DR @ Pump Hill PL SW,ACTIVE,POINT (-114.103158636588 50.9659676122329)
6562,SB 24 ST SW @ Woodglen RI,ACTIVE,POINT (-114.118220483735 50.9456341976993)
8445,NB Centre ST N @ Harvest Hills BV,ACTIVE,POINT (-114.071327316437 51.1325049928414)
7823,SB Spiller RD @ 6 ST SE,ACTIVE,POINT (-114.048753906853 51.0306996417954)
7610,SB Martindale BV @ Martinpark WY NE,ACTIVE,POINT (-113.968105834763 51.1138072914978)
8975,WB Northmount DR @ Culver RD NW,ACTIVE,POINT (-114.098338974166 51.0838335356432)
9428,WB 16 AV NE @ 1 ST NE,ACTIVE,POINT (-114.060644016236 51.0670691163021)
2002,Manchester stop 2,INACTIVE,POINT (-114.050377761552 51.0287599883439)
4380,EB Madigan DR @ Madeira DR NE,ACTIVE,POINT (-113.945777390007 51.0632131975494)
9906,Chinook LRT Station SB,INACTIVE,POINT (-114.066191329861 50.997251571403)
5760,SB @ Glenmore Auxiliary Hospital,ACTIVE,POINT (-114.09847049344 50.9920353611922)
8990,SB 4 ST NE @ Grier AV,ACTIVE,POINT (-114.053894038676 51.0980303071521)
9850,SB New Brighton DR @ New Brighton LN SE,ACTIVE,POINT (-113.955161448876 50.9227651762139)
7361,SB 8 ST NE @ 68 AV NE,ACTIVE,POINT (-114.044712677534 51.1152034648684)
9482,SB McCall WY @ McCall LD NE,ACTIVE,POINT (-114.005274848355 51.0981253162029)
7253,SB Bannister RD @ 149 AV SE,ACTIVE,POINT (-114.068516511338 50.9186793637534)
8634,WB Beddington BV @ Centre ST N,ACTIVE,POINT (-114.072183920737 51.1252946470292)
3516,NB Copperpond BV @ Copperpond PA SE,ACTIVE,POINT (-113.920054794009 50.9212760057611)
5664,SB Spruce DR @ Bow TR SW,ACTIVE,POINT (-114.135519456064 51.0422014621438)
3857,Crowfoot LRT Station,ACTIVE,POINT (-114.208210887975 51.1237036114964)
2454,NB Seton WY @ Seton DR  SE,INACTIVE,POINT (-113.957014013837 50.8760229413836)
2116,EB Mahogany BV @ Mahogany GA SE,ACTIVE,POINT (-113.937620189867 50.899358208176)
4751,EB Shawnessy BV @ Shawnessy DR SW,ACTIVE,POINT (-114.083742469684 50.9139068081016)
7874,WB Hawkwood RD @ Hawkwood WY NW,ACTIVE,POINT (-114.191035865451 51.1299795048781)
4934,NB Brentwood CTrain Station,ACTIVE,POINT (-114.131246646275 51.0868464318433)
2251,EB 162 AV SE @ Shawville BV SE,ACTIVE,POINT (-114.06483172318 50.9042234195156)
4243,EB Oakwood DR @ Oakmount WY SW,ACTIVE,POINT (-114.135412093591 50.9721516301382)
8321,NB 24 ST SE @ S. of 114 AV SE,ACTIVE,POINT (-114.001832398882 50.95218712892)
9985,EB 5 AV SE @ Macleod TR,ACTIVE,POINT (-114.058445771518 51.0481604736081)
9078,WB 6 AV SW @ 10 ST SW,ACTIVE,POINT (-114.086540690472 51.0481991498959)
4766,WB Shawnee DR @ Shawnee CR SW,ACTIVE,POINT (-114.084488770164 50.9265454586002)
8056,EB Riverbend DR @ Riverview DR SE,ACTIVE,POINT (-114.023431026796 50.9748814064804)
5489,EB Dalhousie DR @ Dalton DR NW,ACTIVE,POINT (-114.14692304236 51.1032984857042)
3794,Westbrook LRT Station NB,INACTIVE,POINT (-114.135299755084 51.0403980153014)
2383,SB Saddlridge DR @ 88 AV NE,ACTIVE,POINT (-113.952523185511 51.1319783491658)
3921,WB Promenade WY @ E.Leg Promenade PA SE,ACTIVE,POINT (-113.96125321235 50.9133477008325)
3521,WB Copperstone DR @ Copperpond BV SE,ACTIVE,POINT (-113.918147774885 50.9157663993801)
6976,EB 50 AV @ Peacekeepers GA SW,ACTIVE,POINT (-114.124494932101 51.0086361873863)
7915,EB 19 AV SW @ 20 ST SW,INACTIVE,POINT (-114.108263674179 51.0355346608512)
2444,SB Aspen Summit DR @ Aspen Vista Rd SW,ACTIVE,POINT (-114.205948324115 51.0457273497692)
2834,WB 116 AV SE @ 42 ST SE,ACTIVE,POINT (-113.975374659303 50.9472127465711)
6150,WB 8 AV SE @ 40 ST SE,ACTIVE,POINT (-113.976270596582 51.0452250412172)
2519,EB 8 AV NE @ 33 ST NE,ACTIVE,POINT (-113.985492963445 51.0594759365575)
6865,EB Riverglen DR @ 21 ST SE,ACTIVE,POINT (-114.008739524795 50.973588297495)
5032,SB 4 ST NW @ 36 AV NW,ACTIVE,POINT (-114.071686103914 51.0848144854849)
9834,WB Bowness RD @ Point DR NW,ACTIVE,POINT (-114.14348775672 51.0612361682067)
4623,EB 12 AV SW @ 29 ST SW,INACTIVE,POINT (-114.129116963096 51.0413561376524)
8343,EB 7 AV S @ Centre ST S,ACTIVE,POINT (-114.063861089183 51.0464707900564)
4445,EB Kincora DR @ Kincora MR NW,ACTIVE,POINT (-114.137830854473 51.1565404689927)
7264,WB Richmond RD @ Signal Hill Mall SW,ACTIVE,POINT (-114.171958528739 51.017063302751)
6054,WB Rundlehorn DR @ 50 ST NE,ACTIVE,POINT (-113.961824095574 51.0716823255551)
5506,SB Riverbend DR @ Riverbrook RD SE,ACTIVE,POINT (-114.018806774095 50.9774529014477)
4185,SB Cedarille DR @ Cedarwood HL SW,ACTIVE,POINT (-114.13620000245 50.9554135147078)
7887,WB Castleridge DR @ Castlebrook  DR NE,ACTIVE,POINT (-113.963158997814 51.1075262310791)
2793,Foothills Medical Centre (EB),ACTIVE,POINT (-114.128110784271 51.0683571176937)
4344,EB Rundlehorn DR @ Rundlewood DR NE,ACTIVE,POINT (-113.969434897891 51.0705757790548)
7273,Brentwood LRT Station,ACTIVE,POINT (-114.131970635436 51.0865709803544)
7058,EB Northmount DR @ Button RD NW,ACTIVE,POINT (-114.13806229833 51.0959489638394)
8683,SB Elbow DR @ Canterbury DR SW,ACTIVE,POINT (-114.084741580836 50.9475280903524)
8180,NB 44 ST SE @ 76 AV SE,ACTIVE,POINT (-113.970046199674 50.9855881336734)
7623,NB 32 ST NE @ 23 AV NE,ACTIVE,POINT (-113.98853489212 51.0743529981745)
2273,EB 80 AV NE @ Martha's Meadows DR,ACTIVE,POINT (-113.963615916524 51.125089137589)
2856,NB 68 ST SE @ Applewood DR (S. Leg) SE,ACTIVE,POINT (-113.934883582348 51.0428767780221)
9254,SB 60 ST NE @ Saddlehorn DR,ACTIVE,POINT (-113.946938424317 51.1290000315961)
99921,SG arrive,ACTIVE,POINT (-114.044950677922 51.0834198137168)
7998,WB Sun Valley BV @ Midlake BV SE,ACTIVE,POINT (-114.048170682401 50.9067156208331)
8034,WB 5 AV NW @ 22 ST NW,ACTIVE,POINT (-114.113556476096 51.0573251269312)
8669,WB 86 AV SE @ 60 ST SE,INACTIVE,POINT (-113.950179577361 50.9760395598921)
9860,WB McIvor BV @ Copperfield BV SE,ACTIVE,POINT (-113.932433921593 50.918908092634)
3957,Canyon Meadows LRT Station (NB Lake Fraser DR),ACTIVE,POINT (-114.066873176605 50.9371048548519)
2207,SB Legacy CI SE @ Legacy Village WY,ACTIVE,POINT (-114.017350026522 50.857342475896)
2607,WB Na'a Drive SW @ Sarcee Tr,INACTIVE,POINT (-114.191309337234 51.078571930992)
8266,EB 17 AV SE @ 42 ST SE,ACTIVE,POINT (-113.97229347542 51.0377280472339)
7397,WB 32 AV NE @ 23 ST NE,ACTIVE,POINT (-114.005915605942 51.0815820405189)
4089,SB Martindale DR @ Martindale BV NE,ACTIVE,POINT (-113.954274684214 51.1209439782868)
7137,SB Silver Ridge DR @ Silver Crest CR NW,ACTIVE,POINT (-114.199699850384 51.104917134316)
9132,NB Woodpark BV @ 117 AV SW,ACTIVE,POINT (-114.108795526421 50.9476857782328)
9384,EB Discovery Ridge BV @ Discovery Ridge MR SW,ACTIVE,POINT (-114.21837106253 51.0156956882156)
7242,NB Arbour Lake WY @ S. of Arbour Cliff CL NW,ACTIVE,POINT (-114.192405368088 51.1337946384096)
8866,WB Pensacola WY @ Pensacola CL SE,ACTIVE,POINT (-113.954728737551 51.0410222207857)
3693,NB Symons Valley PY @ Evanston VW (East Leg)  NW,ACTIVE,POINT (-114.112507119873 51.1686045996352)
3504,SB 52 ST SE @ Auburn Meadows DR,ACTIVE,POINT (-113.942789303912 50.8930873737788)
6034,WB 32 AV NE @ 12 ST NE,ACTIVE,POINT (-114.027834014025 51.0816111160508)
7129,SB 53 ST NW @ Valparaiso PL,ACTIVE,POINT (-114.164599350412 51.1006706112087)
8846,WB Kensington RD @ Crowchild TR NW,ACTIVE,POINT (-114.119035144168 51.0525312526019)
3825,NB Tuscany DR @ Tuscany BV NW,ACTIVE,POINT (-114.254446152275 51.1217579975765)
4138,NB 26 ST SE @ Doverglen CR,ACTIVE,POINT (-113.998889960825 51.0213510935154)
7182,SB Ranchlands BV @ Ranchview RD NW,ACTIVE,POINT (-114.185109881334 51.1171859978556)
8947,SB 69 ST SW @ Christie Estates BV,ACTIVE,POINT (-114.187783651323 51.0402021569547)
8152,SB 52 ST NE @ S. of 32 AV NE,INACTIVE,POINT (-113.958568111582 51.0788745746646)
6757,NB 4 ST SW @ 7 AV SW,INACTIVE,POINT (-114.071326733498 51.045974647296)
6500,EB Bow TR @ W. of Winslow CR SW,ACTIVE,POINT (-114.158733673343 51.0504905562554)
4149,NB Saddlecrest BV @ 88 AV NE,INACTIVE,POINT (-113.940664341432 51.1328899784925)
2006,STOP - 6 Manchester Bldg U,ACTIVE,POINT (-114.046538707322 51.028388597227)
4847,WB 17 AV SW @ Crowchild TR,ACTIVE,POINT (-114.114422174272 51.0378997344333)
4357,NB Marlborough WY @ Memorial DR E,INACTIVE,POINT (-113.976798021099 51.0550882701529)
5669,SB 19 ST SW @ 11 AV SW,ACTIVE,POINT (-114.106813141806 51.0432432834268)
7193,WB 66 AV NW @ Dalcastle CO,ACTIVE,POINT (-114.170134913974 51.1131814613128)
9174,Southland Leisure Centre (WB),ACTIVE,POINT (-114.107096325437 50.9615138521292)
8619,WB Beddington BV @ Bermuda RD NW,ACTIVE,POINT (-114.080667196669 51.1290328513097)
8076,SB 1 ST SW @ 13 AV SW ns,ACTIVE,POINT (-114.06594354184 51.0406845418523)
8201,WB 61 AV SE @ 44 ST SE,INACTIVE,POINT (-113.970877073293 50.9990843874166)
3730,NB Sierra Morena BV @ Sierra Morena GV SW,ACTIVE,POINT (-114.185661959002 51.0170705982597)
4440,SB 3 ST SW @ 60 AV SW,INACTIVE,POINT (-114.069690783551 50.9991276627811)
7770,NB 36 ST E @ Memorial DR E,ACTIVE,POINT (-113.981357292803 51.0538929372991)
4078,WB Palm WY @ E.OF Larch WY NW,INACTIVE,POINT (-114.219373649531 51.0920570285232)
9623,EB Martindale DR @ Martin Crossing DR NE,ACTIVE,POINT (-113.953927686431 51.1192672581011)
5869,EB Temple DR @ 52 ST NE,ACTIVE,POINT (-113.956843595067 51.0857828238367)
6182,Marlborough LRT Station (SB 36 ST NE @ 8 AV NE),INACTIVE,POINT (-113.982102806384 51.05888645598)
8930,SB Signal Hill HT @ Signal Hill CI SW,INACTIVE,POINT (-114.167021793523 51.0306696196447)
8466,SB University DR @ 24 AV NW,INACTIVE,POINT (-114.128091636916 51.0738290604856)
6884,NB 49 ST NW @ S. of 40 AV NW,INACTIVE,POINT (-114.158591995624 51.0868167640306)
4323,WB 4 AV NE @ Maidstone DR,ACTIVE,POINT (-113.94972854199 51.0571818191454)
7687,NB 36 ST NE @ 44 AV NE,INACTIVE,POINT (-113.981456312833 51.0916205694215)
6446,WB Acadia DR @ 6 ST SE,ACTIVE,POINT (-114.049309222509 50.9700875407562)
9043,SB 19 ST NW @ Canberra RD,ACTIVE,POINT (-114.11024781044 51.0840837694725)
4260,EB Acadia DR @ Mapleton DR SE,ACTIVE,POINT (-114.046390065468 50.9608657655352)
7283,Falshire Drive Station (SB),ACTIVE,POINT (-113.950382378366 51.1064827992806)
7053,SB Charleswood DR @ Brentwood Mall NW,ACTIVE,POINT (-114.123963268049 51.0844492381577)
6091,EB Temple DR@ 64 ST NE,ACTIVE,POINT (-113.942157409183 51.0925593449568)
2389,SB 14 ST NE @ 115 AV NE,ACTIVE,POINT (-114.027547338705 51.1575529674976)
9416,NB Russet RD @ 15 AV NE,ACTIVE,POINT (-114.042375447262 51.0663290854666)
2388,WB 120 AV NE @ 16 ST NE,ACTIVE,POINT (-114.02377512051 51.1618446508846)
2052,EB Nolan Hill BV @ Nolanshire GR NW,ACTIVE,POINT (-114.164034130015 51.1726714718436)
6742,WB Bowness RD @ 73 ST NW,ACTIVE,POINT (-114.194389081982 51.0890491386131)
4307,WB Falconridge DR @ Falsbridge DR NE,ACTIVE,POINT (-113.956003353548 51.0996582550954)
8012,WB Edgebrook DR @ Edgebrook BV NW,ACTIVE,POINT (-114.128667128706 51.1378136668457)
5772,NB Uxbridge DR @ 16 AV NW,ACTIVE,POINT (-114.129032723592 51.0692378828366)
9157,SB Acadia DR @ N. of Lake Bonavista DR SE,ACTIVE,POINT (-114.04833123919 50.9383373405091)
6081,EB Silver Springs RD @ Nose Hill DR NW,ACTIVE,POINT (-114.209115920447 51.1094058640529)
9855,SB Copperfield  BV @ Copperstone  BV SE,ACTIVE,POINT (-113.926541434965 50.9179740058161)
9053,NB Centre ST N @ N. of Beddington BV,INACTIVE,POINT (-114.071229709353 51.1261432291861)
8216,EB 16 AV NE @ 4 ST NE,ACTIVE,POINT (-114.052751908509 51.0668072678166)
5701,SAIT Station (EB),ACTIVE,POINT (-114.089150647942 51.0667126574426)
6397,SB Edenwold DR @ Edgemont BV NW,ACTIVE,POINT (-114.144916472008 51.1265726833805)
7068,SB 49 ST NW @ S. of 40 AV NW,INACTIVE,POINT (-114.159185092309 51.0859946818239)
7389,SB 12 ST NE @ 36 AV NE,ACTIVE,POINT (-114.030161711573 51.0849534649455)
3789,SB OLYMPIC WY @ 11 AV SE,INACTIVE,POINT (-114.053508538336 51.0423152374885)
8240,EB Sunvale DR @ Sundown RD SE,ACTIVE,POINT (-114.049732503348 50.8995680571346)
5259,NB Edmonton TR @  36 AV NE,ACTIVE,POINT (-114.051997534844 51.0847330251799)
5338,WB 33 AV SW@ 17 ST SW,ACTIVE,POINT (-114.102617695324 51.0240521973967)
9591,SB Saddlebrook DR @ Saddlelake PL NE,ACTIVE,POINT (-113.929526064778 51.1271387295261)
4408,WB Temple DR @ 60 ST NE,ACTIVE,POINT (-113.947342750086 51.0849682206231)
7225,EB Hawkstone DR @ Hawkmount HT NW,ACTIVE,POINT (-114.174740165493 51.1348889964825)
8558,SB 39 Avenue CTrain Station,ACTIVE,POINT (-114.061407230203 51.0178412043706)
3962,SB Fairmount DR @ 99 AV SE,ACTIVE,POINT (-114.058790256551 50.9611789426299)
2541,SB 60 ST NE @ Cornerstone AV,ACTIVE,POINT (-113.94706819517 51.1606028239796)
5656,WB Bow TR @ 37 ST SW,ACTIVE,POINT (-114.141797986528 51.0455034691443)
4687,EB 50 AV SW @ 19 ST SW,ACTIVE,POINT (-114.105932668376 51.0086182719281)
